feature,score
browse_countAvgMon,2032
bill_limit-account_mean,1798
browse_meanAvgMon,1741
bill_prior_repayCaccount_topMean,1693
bill_minimunRepay_mean,1429
bill_accountBalance_mean,1291
browse_count,1188
bill_limit-account_topMean,1146
bill_priorAccount_mean,1142
bill_minimunRepay_pctSum,1130
bill_countbank_id,1104
bill_account_monthAvg,1099
bill_priorRepay_mean,1076
bill_prior_repayCaccount_mean,1056
bill_limitSum,1012
browse_tag_5,1006
browse_tag_10,984
browse_tag_1,943
bill_priorRepay_max,943
browse_tag_7,889
bill_priorRepay_pctSum,882
bill_account_pctSum,852
bill_priorAccount_max,849
browse_tag_6,839
browse_tag_4,799
browse_tag_8,795
bill_account_std,764
bill_minimunRepay_std,754
bill_priorRepay_std,753
bill_priorAccount_pctSum,749
bill_priorAccount_std,745
bill_accountBalance_pctSum,745
bill_accountBalance_std,743
bill_count_monthAvg,662
bill_limitMean,608
bill_limitStd,589
bill_account_pctSumAbs,561
bill_priorRepayCAccount_std,558
browse_tag_3,557
household,443
sex,404
occupation,363
marriage,357
education,356
browse_tag_9,75
bill_bankid_count,44
browse_tag_11,5
browse_tag_2,2
