feature,score
browse_countAvgMon,1031
bill_prior_repayCaccount_topMean,932
bill_limit-account_mean,876
browse_meanAvgMon,770
bill_minimunRepay_mean,685
bill_accountBalance_mean,673
bill_limit-account_topMean,645
browse_count,625
bill_priorRepay_max,599
bill_priorRepay_mean,595
bill_priorAccount_mean,572
bill_countbank_id,564
bill_account_monthAvg,529
browse_tag_5,516
browse_tag_10,509
browse_tag_6,493
bill_prior_repayCaccount_mean,486
browse_tag_7,478
bill_minimunRepay_pctSum,473
bill_limitSum,472
bill_accountBalance_std,453
bill_priorAccount_max,440
browse_tag_1,434
browse_tag_4,430
bill_priorRepay_pctSum,430
bill_minimunRepay_std,418
bill_account_pctSum,399
bill_account_std,395
bill_accountBalance_pctSum,395
browse_tag_8,391
bill_priorRepay_std,374
bill_priorAccount_pctSum,365
bill_count_monthAvg,359
bill_priorAccount_std,358
bill_account_pctSumAbs,333
bill_limitStd,324
bill_limitMean,292
bill_priorRepayCAccount_std,266
household,253
browse_tag_3,225
sex,201
marriage,174
education,160
occupation,157
browse_tag_9,31
bill_bankid_count,13
browse_tag_11,1
