userid,probability
55597,0.104481250048
55598,0.0259257405996
55599,0.0789750888944
55600,0.109500169754
55601,0.129655152559
55602,0.168449282646
55603,0.168959781528
55604,0.0574834831059
55605,0.0878244116902
55606,0.0704058036208
55607,0.0167065598071
55608,0.0518136434257
55609,0.185975208879
55610,0.149673610926
55611,0.370479047298
55612,0.0517837703228
55613,0.126346319914
55614,0.0755701810122
55615,0.157839074731
55616,0.0920679271221
55617,0.0224922522902
55618,0.198775157332
55619,0.252848982811
55620,0.0608736276627
55621,0.0764267966151
55622,0.113146066666
55623,0.34644395113
55624,0.0966391265392
55625,0.0335948467255
55626,0.230674773455
55627,0.323072373867
55628,0.0788619369268
55629,0.108226895332
55630,0.100496135652
55631,0.0361888818443
55632,0.016931341961
55633,0.106391705573
55634,0.246437236667
55635,0.0888251960278
55636,0.206049978733
55637,0.130253404379
55638,0.142741292715
55639,0.100973919034
55640,0.0653000921011
55641,0.405181616545
55642,0.0909293293953
55643,0.0844744220376
55644,0.123554177582
55645,0.113857612014
55646,0.0977691411972
55647,0.565707862377
55648,0.0368531569839
55649,0.0871627777815
55650,0.134495168924
55651,0.120277762413
55652,0.134063094854
55653,0.110215716064
55654,0.241874992847
55655,0.134677261114
55656,0.135555937886
55657,0.110055558383
55658,0.0508738793433
55659,0.210879251361
55660,0.121783196926
55661,0.163615852594
55662,0.174965083599
55663,0.106631599367
55664,0.111278057098
55665,0.115083657205
55666,0.0750190988183
55667,0.330338865519
55668,0.0260263420641
55669,0.326039075851
55670,0.224580258131
55671,0.104288175702
55672,0.0615476667881
55673,0.101202011108
55674,0.121651209891
55675,0.197744205594
55676,0.0842643231153
55677,0.118526905775
55678,0.0450362227857
55679,0.0851516872644
55680,0.0460264086723
55681,0.0399135164917
55682,0.171714439988
55683,0.164394378662
55684,0.126164406538
55685,0.363289535046
55686,0.172211676836
55687,0.143331512809
55688,0.298332989216
55689,0.155312359333
55690,0.102537952363
55691,0.041290730238
55692,0.180781826377
55693,0.11812980473
55694,0.200035095215
55695,0.12430549413
55696,0.0286833886057
55697,0.180178999901
55698,0.197109058499
55699,0.0777110233903
55700,0.235697478056
55701,0.113694138825
55702,0.0442341156304
55703,0.104131735861
55704,0.0389047600329
55705,0.0873910859227
55706,0.165398746729
55707,0.0841422900558
55708,0.0972766131163
55709,0.147749990225
55710,0.110054135323
55711,0.170431911945
55712,0.114065952599
55713,0.209350213408
55714,0.0361465550959
55715,0.0598200187087
55716,0.143539428711
55717,0.0290067885071
55718,0.0247799362987
55719,0.206549093127
55720,0.0380270518363
55721,0.0552042610943
55722,0.166385576129
55723,0.0831789597869
55724,0.0837867185473
55725,0.077087059617
55726,0.218742579222
55727,0.201495558023
55728,0.321352303028
55729,0.0647094845772
55730,0.0206895116717
55731,0.068130671978
55732,0.0998535081744
55733,0.0397796556354
55734,0.235469222069
55735,0.149506628513
