userid,probability
55597,0.571861028671
55598,0.127625674009
55599,0.369392096996
55600,0.649554491043
55603,0.392005503178
55604,0.23544254899
55605,0.402579009533
55606,0.331407546997
55607,0.123478882015
55608,0.337010890245
55609,0.582107961178
55611,0.354573249817
55612,0.280199319124
55613,0.369763106108
55614,0.140518531203
55616,0.413992702961
55617,0.117947824299
55618,0.279086142778
55619,0.417623579502
55620,0.268819183111
55621,0.343017101288
55622,0.500140845776
55623,0.678259074688
55624,0.273908764124
55625,0.107938610017
55626,0.739119648933
55628,0.485271334648
55629,0.641971111298
55630,0.154181778431
55631,0.228155478835
55632,0.160443916917
55633,0.3526057899
55634,0.752008020878
55635,0.0906623974442
55636,0.74583542347
55637,0.496020078659
55638,0.636764705181
55639,0.299734115601
55640,0.111111797392
55642,0.329495221376
55643,0.282098114491
55644,0.592939913273
55645,0.307891786098
55646,0.295515596867
55648,0.0895272791386
55649,0.495763510466
55650,0.561407208443
55651,0.217073023319
55653,0.305634051561
55655,0.620398700237
55658,0.14257363975
55659,0.671996831894
55664,0.22745116055
55665,0.419233858585
55666,0.289686352015
55667,0.700475990772
55668,0.125608071685
55669,0.795787751675
55671,0.427634209394
55672,0.164796128869
55673,0.582654416561
55674,0.413052618504
55675,0.657841801643
55676,0.398107290268
55677,0.31676286459
55678,0.153201982379
55679,0.417982548475
55680,0.0832376554608
55681,0.11569751054
55682,0.564345538616
55683,0.51470798254
55684,0.143528982997
55686,0.637278914452
55687,0.508191943169
55688,0.716090500355
55689,0.238222911954
55690,0.241795688868
55691,0.174200713634
55692,0.578924655914
55693,0.414417773485
55694,0.505080521107
55695,0.611096024513
55696,0.235612899065
55698,0.277350127697
55699,0.181476324797
55701,0.316963762045
55702,0.284457087517
55703,0.160248473287
55704,0.110871575773
55705,0.101221568882
55706,0.511202156544
55707,0.515275776386
55708,0.329266518354
55710,0.444914251566
55712,0.120402887464
55713,0.70631724596
55714,0.10043811053
55715,0.134175747633
55716,0.585779070854
55717,0.0915592610836
55718,0.0441642776132
55719,0.485005021095
55720,0.090427197516
55721,0.0930161178112
55722,0.375128269196
55723,0.381758093834
55724,0.24771079421
55725,0.141931906343
55726,0.821331560612
55728,0.760134220123
55729,0.248004719615
55730,0.0771629661322
55731,0.148267567158
55732,0.437519103289
55733,0.114062018692
55734,0.563858509064
55738,0.639601826668
