userid,probability
55597,0.137648284435
55598,0.028900327161
55599,0.0314724780619
55600,0.140827164054
55601,0.131115958095
55602,0.245550751686
55603,0.0828014314175
55604,0.053692214191
55605,0.0592813454568
55606,0.156042516232
55607,0.112530224025
55608,0.0550562851131
55609,0.167869284749
55610,0.176501244307
55611,0.24966172874
55612,0.0722145810723
55613,0.0941984057426
55614,0.169103115797
55615,0.0562184154987
55616,0.0582029633224
55617,0.123895123601
55618,0.0592799894512
55619,0.120743952692
55620,0.0213264152408
55621,0.0715006068349
55622,0.0270971711725
55623,0.578047633171
55624,0.171472743154
55625,0.0503717288375
55626,0.297727495432
55627,0.128623366356
55628,0.0656697154045
55629,0.0404285639524
55630,0.0208696145564
55631,0.0565939210355
55632,0.00317129120231
55633,0.140595629811
55634,0.225569441915
55635,0.0453581959009
55636,0.257968604565
55637,0.171434953809
55638,0.069740138948
55639,0.0514962486923
55640,0.028927853331
55641,0.497667521238
55642,0.0127529548481
55643,0.0295025538653
55644,0.027903335169
55645,0.0886705964804
55646,0.0554862432182
55647,0.395710587502
55648,0.055775269866
55649,0.235233515501
55650,0.0432237908244
55651,0.0925800278783
55652,0.169488951564
55653,0.314473241568
55654,0.118249125779
55655,0.0722990781069
55656,0.0874438360333
55657,0.0989419147372
55658,0.0392649136484
55659,0.270195126534
55660,0.0136387012899
55661,0.0938762947917
55662,0.101325064898
55663,0.0601172149181
55664,0.0463933609426
55665,0.0372585617006
55666,0.019206892699
55667,0.185403630137
55668,0.0351463072002
55669,0.158349230886
55670,0.0882089287043
55671,0.0758199319243
55672,0.258286416531
55673,0.343712568283
55674,0.169881388545
55675,0.180158615112
55676,0.0435007810593
55677,0.122080355883
55678,0.0731474533677
55679,0.113680690527
55680,0.0732049569488
55681,0.0179487280548
55682,0.146256074309
55683,0.138946264982
55684,0.0161817166954
55685,0.355346500874
55686,0.184455022216
55687,0.1095514521
55688,0.145549625158
55689,0.0950727239251
55690,0.0763411670923
55691,0.0363108180463
55692,0.27847930789
55693,0.014183496125
55694,0.10836558789
55695,0.0460110493004
55696,0.0201631300151
55697,0.0564770698547
55698,0.169161602855
55699,0.0722353979945
55700,0.0840176194906
55701,0.108805216849
55702,0.0765427649021
55703,0.0733125507832
55704,0.0708652436733
55705,0.0537099391222
55706,0.14142934978
55707,0.0338334813714
55708,0.0604468584061
