userid,probability
55597,0.0805193260312
55598,0.0533564276993
55599,0.114889070392
55600,0.0887186378241
55601,0.120348356664
55602,0.236251890659
55603,0.152630627155
55604,0.0588915608823
55605,0.105141535401
55606,0.084878616035
55607,0.0983148142695
55608,0.122798167169
55609,0.177698850632
55610,0.0890956968069
55611,0.301862299442
55612,0.0957721844316
55613,0.0690184980631
55614,0.130709007382
55615,0.0556231252849
55616,0.0945386663079
55617,0.0876827910542
55618,0.0629277974367
55619,0.157863974571
55620,0.0755012705922
55621,0.109756343067
55622,0.0930269062519
55623,0.53490793705
55624,0.146894752979
55625,0.0585781782866
55626,0.259141147137
55627,0.311688542366
55628,0.0738786309958
55629,0.117045499384
55630,0.0986855849624
55631,0.0643972754478
55632,0.0596537515521
55633,0.0912156328559
55634,0.227965429425
55635,0.0875660330057
55636,0.289067208767
55637,0.145229190588
55638,0.120225720108
55639,0.0986780524254
55640,0.112703561783
55641,0.396511971951
55642,0.0440641194582
55643,0.0707606077194
55644,0.0925313830376
55645,0.123244076967
55646,0.0709601044655
55647,0.517306387424
55648,0.0664464756846
55649,0.173219203949
55650,0.0740358754992
55651,0.0858242288232
55652,0.10935408622
55653,0.203484147787
55654,0.12114084512
55655,0.0982506945729
55656,0.0994195491076
55657,0.0953461378813
55658,0.0879105404019
55659,0.19211396575
55660,0.0574911609292
55661,0.0963804647326
55662,0.116369910538
55663,0.0674378871918
55664,0.193096145988
55665,0.101967170835
55666,0.094448029995
55667,0.386698812246
55668,0.0273586623371
55669,0.241698011756
55670,0.130905225873
55671,0.0825523734093
55672,0.162238568068
55673,0.14412112534
55674,0.056097984314
55675,0.188546687365
55676,0.0982073768973
55677,0.117832355201
55678,0.0994782596827
55679,0.0730733349919
55680,0.0734360069036
55681,0.0371485352516
55682,0.16388271749
55683,0.155255377293
55684,0.0652401968837
55685,0.339382499456
55686,0.11753257364
55687,0.157455563545
55688,0.215788796544
55689,0.114555060863
55690,0.117646850646
55691,0.0573972985148
55692,0.180318057537
55693,0.0665394216776
55694,0.210603863001
55695,0.0757882967591
55696,0.0279196742922
55697,0.0570564493537
55698,0.216772690415
55699,0.0985120981932
55700,0.158873304725
55701,0.100726485252
55702,0.0713276863098
55703,0.182304009795
55704,0.0744064450264
55705,0.13249899447
55706,0.113476678729
55707,0.0834695473313
55708,0.0847177878022
55709,0.116209886968
55710,0.156684115529
55711,0.147052183747
55712,0.0725062340498
55713,0.205343052745
55714,0.0527909845114
55715,0.117292352021
55716,0.104089640081
55717,0.0699762776494
55718,0.0556323267519
55719,0.200546473265
55720,0.0321245603263
55721,0.0837922245264
55722,0.0819033831358
55723,0.0489054657519
55724,0.0888324305415
55725,0.0924924761057
55726,0.352148085833
55727,0.161304265261
55728,0.299631714821
55729,0.196452051401
55730,0.0579495877028
55731,0.0649070739746
55732,0.0860441178083
55733,0.0810814574361
55734,0.241480901837
55735,0.11304628849
55736,0.122317709029
55737,0.0315535925329
55738,0.198028147221
55739,0.100671835244
55740,0.104407928884
55741,0.106068767607
55742,0.0442773550749
55743,0.0344429947436
55744,0.0643825158477
55745,0.215893015265
55746,0.0733501389623
55747,0.089099816978
55748,0.117936789989
55749,0.0597007498145
55750,0.0757205411792
55751,0.0685734674335
55752,0.176306322217
55753,0.0727770552039
55754,0.0389878675342
55755,0.0711505711079
55756,0.168398827314
55757,0.109549939632
55758,0.0370502471924
55759,0.0789889097214
55760,0.138490706682
55761,0.0364039354026
55762,0.044087022543
55763,0.0773960873485
55764,0.0966687723994
55765,0.871274650097
55766,0.061550989747
55767,0.213552027941
55768,0.129840567708
55769,0.0936241671443
55770,0.105391308665
55771,0.24924364686
55772,0.0711953192949
55773,0.0477813109756
55774,0.114099353552
55775,0.24132412672
55776,0.0481843166053
55777,0.0373348817229
55778,0.246357709169
55779,0.241297528148
55780,0.0397001840174
55781,0.166691944003
55782,0.086553260684
55783,0.0358545519412
55784,0.106987789273
55785,0.0509141758084
55786,0.0419238768518
55787,0.0754372105002
55788,0.1060288921
55789,0.21633413434
55790,0.0872312486172
55791,0.0839664936066
55792,0.184272482991
55793,0.0716596692801
55794,0.105730332434
55795,0.105217538774
55796,0.0764994770288
55797,0.120338015258
55798,0.111699365079
55799,0.0515088625252
55800,0.248675778508
55801,0.0483052618802
55802,0.20791977644
55803,0.374417692423
55804,0.250685751438
55805,0.0401567928493
55806,0.150606125593
55807,0.126598149538
55808,0.118323393166
55809,0.116758048534
55810,0.16512234509
55811,0.0691278725863
55812,0.139160111547
55813,0.0718690156937
55814,0.119495406747
55815,0.184461280704
55816,0.169901490211
55817,0.114214085042
55818,0.148954674602
55819,0.290506273508
55820,0.0668507441878
