userid,probability
55597,0.101992957294
55598,0.0279453583062
55599,0.102965973318
55600,0.0863483175635
55601,0.127540722489
55602,0.226606339216
55603,0.162626579404
55604,0.0741597861052
55605,0.0940442606807
55606,0.0974300801754
55607,0.0749930143356
55608,0.0900234356523
55609,0.159367531538
55610,0.0607232563198
55611,0.295664340258
55612,0.0675649270415
55613,0.136510521173
55614,0.165418252349
55615,0.0773860886693
55616,0.0992823839188
55617,0.11013713479
55618,0.0539555586874
55619,0.204281792045
55620,0.0408492572606
55621,0.102566748857
55622,0.063915386796
55623,0.475408315659
55624,0.152504771948
55625,0.0923841670156
55626,0.255399346352
55627,0.158730313182
55628,0.0839654281735
55629,0.0919834375381
55630,0.0872943848372
55631,0.0555086992681
55632,0.0397073552012
55633,0.124871447682
55634,0.205570325255
55635,0.0745006725192
55636,0.282068610191
55637,0.220683842897
55638,0.121687009931
55639,0.0865617096424
55640,0.0955494269729
55641,0.426380217075
55642,0.0442008748651
55643,0.0686257332563
55644,0.0652529522777
55645,0.137810081244
55646,0.0963848978281
55647,0.432088166475
55648,0.0703504383564
55649,0.182638779283
55650,0.0712502598763
55651,0.0955046862364
55652,0.137946218252
55653,0.182418018579
55654,0.140710383654
55655,0.0687060058117
55656,0.0813156589866
55657,0.0927553325891
55658,0.0922300294042
55659,0.221401005983
55660,0.0539405830204
55661,0.0383358076215
55662,0.107925847173
55663,0.0696922764182
55664,0.164972230792
55665,0.0598357468843
55666,0.0858834907413
55667,0.373227983713
55668,0.0296406317502
55669,0.18315628171
55670,0.17059931159
55671,0.0749843120575
55672,0.134961426258
55673,0.114318236709
55674,0.104852892458
55675,0.157787680626
55676,0.0905025303364
55677,0.11372949928
55678,0.119499884546
55679,0.0684433355927
55680,0.0805924534798
55681,0.0586643964052
55682,0.184808045626
55683,0.14507162571
55684,0.0491502918303
55685,0.393085628748
55686,0.0729884505272
55687,0.164762243629
55688,0.193845823407
55689,0.117705248296
55690,0.106416448951
55691,0.0489995367825
55692,0.202181339264
55693,0.0628596246243
55694,0.191411629319
55695,0.0592135079205
55696,0.0635078549385
55697,0.0479793809354
55698,0.179262667894
55699,0.11108135432
55700,0.241867244244
55701,0.0973672419786
55702,0.127181708813
55703,0.128329321742
55704,0.077619895339
55705,0.123031206429
55706,0.135725349188
55707,0.0450526885688
55708,0.0693871080875
55709,0.128874838352
55710,0.212435483932
55711,0.114758454263
55712,0.0730101764202
55713,0.188989475369
55714,0.0660427883267
55715,0.136014014482
55716,0.0931225791574
55717,0.109347701073
55718,0.045470610261
55719,0.254887998104
55720,0.0519865565002
55721,0.0827077254653
55722,0.0912923291326
55723,0.0420721508563
55724,0.09186629951
55725,0.0776219889522
55726,0.350417017937
55727,0.140065580606
55728,0.317518383265
55729,0.102742210031
55730,0.0520987324417
55731,0.0471281297505
55732,0.09127933532
55733,0.0715263187885
55734,0.199704170227
55735,0.144110888243
55736,0.134934827685
55737,0.0215833988041
55738,0.161608576775
55739,0.0957459360361
55740,0.141576141119
55741,0.104916602373
55742,0.0469715557992
55743,0.0492041669786
55744,0.089702449739
55745,0.191351369023
55746,0.0617900714278
55747,0.0760641545057
55748,0.0905576273799
55749,0.0373642742634
55750,0.0739051476121
55751,0.0754215493798
55752,0.186448946595
55753,0.14970074594
55754,0.0392115861177
55755,0.0697996914387
55756,0.208733528852
55757,0.0863668322563
55758,0.0408869571984
55759,0.0620327778161
55760,0.137327119708
55761,0.0429797507823
55762,0.0659697726369
55763,0.0765370875597
55764,0.0916415676475
55765,0.717270731926
55766,0.0856477618217
55767,0.204937204719
55768,0.239969491959
55769,0.0771101936698
55770,0.139521434903
55771,0.250497311354
55772,0.0673542395234
55773,0.0479116998613
55774,0.111504733562
55775,0.22074572742
55776,0.0863543227315
55777,0.0611515976489
55778,0.210574045777
55779,0.352470427752
55780,0.057930085808
55781,0.233273029327
55782,0.100055754185
55783,0.0312981717288
55784,0.11596108228
55785,0.0743728876114
55786,0.046294067055
55787,0.0633428692818
55788,0.0953440591693
55789,0.184521451592
55790,0.0712323263288
55791,0.0792940631509
55792,0.257520079613
55793,0.0386244207621
55794,0.190839543939
55795,0.0893858000636
55796,0.057951617986
55797,0.118011303246
55798,0.131014585495
55799,0.127411916852
55800,0.207925960422
55801,0.0624046139419
55802,0.160365015268
55803,0.439195275307
55804,0.169065654278
55805,0.0245471037924
55806,0.109255507588
55807,0.123253390193
55808,0.12671764195
55809,0.127784997225
55810,0.168391391635
55811,0.0862491577864
55812,0.14954867959
55813,0.0740000084043
55814,0.134901732206
55815,0.212659686804
55816,0.117184102535
55817,0.0473143793643
55818,0.13949303329
55819,0.228714317083
55820,0.0691113322973
55821,0.149699747562
55822,0.356319725513
55823,0.0631984248757
55824,0.0680191367865
55825,0.124897815287
55826,0.0851327031851
55827,0.0382369756699
55828,0.357650101185
55829,0.0879474952817
55830,0.0596514567733
55831,0.191541165113
55832,0.0528714284301
55833,0.0937404260039
55834,0.143233984709
55835,0.145320981741
55836,0.113677076995
55837,0.068314999342
55838,0.0235361661762
55839,0.147269308567
55840,0.0678647607565
55841,0.159416437149
55842,0.126945316792
55843,0.231160357594
55844,0.113041587174
55845,0.149601623416
55846,0.122090503573
55847,0.0513242147863
55848,0.0841387957335
55849,0.0343848988414
55850,0.0825163349509
55851,0.102514415979
55852,0.0996810942888
55853,0.0609726682305
55854,0.126147285104
55855,0.0377812683582
55856,0.177738681436
55857,0.0460667386651
55858,0.122195146978
55859,0.0807068794966
55860,0.0857891887426
55861,0.125011280179
55862,0.0445180423558
55863,0.103368639946
55864,0.143701076508
55865,0.14254052937
55866,0.183772951365
55867,0.0977059826255
55868,0.0955972149968
55869,0.0703667700291
55870,0.0817443951964
55871,0.0833321288228
55872,0.115838445723
55873,0.256238043308
55874,0.0381024926901
55875,0.234462797642
55876,0.0587949194014
55877,0.118835993111
55878,0.0541318431497
55879,0.177130952477
55880,0.0749411955476
55881,0.134645238519
55882,0.287126481533
55883,0.173729598522
55884,0.234767526388
55885,0.133470550179
55886,0.201494202018
55887,0.0723869502544
55888,0.162905275822
55889,0.131822034717
55890,0.0901865437627
55891,0.225800842047
55892,0.0452752746642
55893,0.15218564868
55894,0.0187047813088
55895,0.229131430387
55896,0.144459411502
55897,0.0559994727373
55898,0.108998008072
55899,0.116488665342
55900,0.0709140151739
55901,0.21173158288
55902,0.135753467679
55903,0.073040753603
55904,0.120516948402
55905,0.111317582428
55906,0.265755921602
55907,0.0962297022343
55908,0.061261087656
55909,0.0734328627586
55910,0.123065210879
55911,0.148385778069
55912,0.0596008114517
55913,0.120139621198
55914,0.0623054169118
55915,0.0445710681379
55916,0.256729990244
55917,0.123875923455
55918,0.104899831116
55919,0.0656608343124
55920,0.0533034577966
55921,0.0769387483597
55922,0.0835689157248
55923,0.0998832806945
55924,0.0597852021456
55925,0.131259351969
55926,0.103392809629
55927,0.0622317716479
55928,0.120728775859
55929,0.0576063506305
55930,0.216336905956
55931,0.274110913277
55932,0.0697787702084
55933,0.134885981679
55934,0.12702485919
55935,0.183902293444
55936,0.136414676905
55937,0.094201117754
55938,0.122180059552
55939,0.121303014457
55940,0.0663715079427
55941,0.23935367167
55942,0.114023342729
55943,0.104837819934
55944,0.0586565546691
55945,0.0825469344854
55946,0.101844392717
55947,0.0720327049494
55948,0.20227573812
55949,0.0807435512543
55950,0.164281278849
55951,0.264094531536
55952,0.105015471578
55953,0.162430644035
55954,0.0835486501455
55955,0.029616497457
55956,0.10082180053
55957,0.138897433877
55958,0.156462460756
55959,0.118002168834
55960,0.14351131022
55961,0.0910098254681
55962,0.118485309184
55963,0.0434674993157
55964,0.204627424479
55965,0.0684347674251
55966,0.0457721278071
55967,0.0296554397792
55968,0.0606949962676
55969,0.0281257145107
55970,0.0460290536284
55971,0.0561193004251
55972,0.0222395248711
55973,0.146802529693
55974,0.0238693971187
55975,0.605745315552
55976,0.0956155285239
55977,0.0433479584754
55978,0.118279352784
55979,0.0488679483533
55980,0.0806892439723
55981,0.145793363452
55982,0.0914682894945
55983,0.0503141134977
55984,0.182885453105
55985,0.125233396888
55986,0.0654449537396
55987,0.584623932838
55988,0.0447611398995
55989,0.101723067462
55990,0.162626713514
55991,0.024834100157
55992,0.0379709228873
55993,0.0915571302176
55994,0.0874839797616
55995,0.0482405610383
55996,0.0633481889963
55997,0.143854260445
55998,0.110441543162
55999,0.234446704388
56000,0.24995572865
56001,0.206650450826
56002,0.382896065712
56003,0.145677119493
56004,0.0572704859078
56005,0.100015334785
56006,0.280578374863
56007,0.255788713694
56008,0.11179292202
56009,0.0465251468122
56010,0.074376732111
56011,0.0376779995859
56012,0.122776933014
56013,0.030688514933
56014,0.0656930059195
56015,0.134075403214
56016,0.399014234543
56017,0.0505551584065
56018,0.0157017409801
56019,0.206130251288
56020,0.0534601733088
56021,0.114458121359
56022,0.0604516379535
56023,0.203804582357
56024,0.160247072577
56025,0.314980357885
56026,0.123808845878
56027,0.16425088048
56028,0.0883613824844
56029,0.170047014952
56030,0.134313195944
56031,0.125114008784
56032,0.0926325321198
56033,0.0173315443099
56034,0.197283357382
56035,0.0877680331469
56036,0.089752189815
56037,0.123715534806
56038,0.237549379468
56039,0.0800808221102
56040,0.0664770081639
56041,0.0951689854264
56042,0.0366284810007
56043,0.0925313457847
56044,0.175435692072
56045,0.10450540483
56046,0.0672809779644
56047,0.0825118124485
56048,0.0626716241241
56049,0.109879024327
56050,0.10960354656
56051,0.0795656740665
56052,0.0243068262935
56053,0.101725377142
56054,0.0893086865544
56055,0.0677746385336
56056,0.085268728435
56057,0.0594072639942
56058,0.043668333441
56059,0.0919920057058
56060,0.0707288235426
56061,0.20241138339
56062,0.104473866522
56063,0.144008889794
56064,0.0351567976177
56065,0.0657134652138
56066,0.0828795805573
56067,0.081922724843
56068,0.133018255234
56069,0.186874434352
56070,0.147337451577
56071,0.124771595001
56072,0.16423329711
56073,0.052898529917
56074,0.0895337089896
56075,0.10674738884
56076,0.198163688183
56077,0.222752451897
56078,0.0394443012774
56079,0.1557726264
56080,0.0769331008196
56081,0.133110791445
56082,0.122931316495
56083,0.0457237288356
56084,0.128714904189
56085,0.0787102431059
56086,0.188497185707
56087,0.0825431793928
56088,0.309626489878
56089,0.102866433561
56090,0.235164046288
56091,0.0262320749462
56092,0.127626314759
56093,0.127251163125
56094,0.159569397569
56095,0.204099163413
56096,0.118026450276
56097,0.0413481481373
56098,0.120195649564
56099,0.209922105074
56100,0.0760230049491
56101,0.153969660401
56102,0.173353001475
56103,0.403179526329
56104,0.121823936701
56105,0.101672403514
56106,0.0368852093816
56107,0.0329522453249
56108,0.068865261972
56109,0.261598408222
56110,0.112618431449
56111,0.0868209823966
56112,0.126275718212
56113,0.195021048188
56114,0.0340848751366
56115,0.10971441865
56116,0.0561332590878
56117,0.134981825948
56118,0.0774097368121
56119,0.132992640138
56120,0.090162679553
56121,0.245700895786
56122,0.0301964338869
56123,0.0514000244439
56124,0.0409875176847
56125,0.281062841415
56126,0.202717378736
56127,0.0738762319088
56128,0.216653972864
56129,0.0857256650925
56130,0.0543973073363
56131,0.119409903884
56132,0.0987284108996
56133,0.192401856184
56134,0.0793778374791
56135,0.128077730536
56136,0.169782519341
56137,0.0364389456809
56138,0.0382241159678
56139,0.121741175652
56140,0.0430365167558
56141,0.100022271276
56142,0.0487709753215
56143,0.0327086001635
56144,0.110447913408
56145,0.113298669457
56146,0.0410569049418
56147,0.269238859415
56148,0.120586253703
56149,0.103537321091
56150,0.218906834722
56151,0.124207042158
56152,0.0465501323342
56153,0.227290704846
56154,0.16381624341
56155,0.0599385760725
56156,0.0632581189275
56157,0.151634857059
56158,0.034312363714
56159,0.0633296445012
56160,0.0894991606474
56161,0.163098558784
56162,0.0496901459992
56163,0.135225608945
56164,0.0462188944221
56165,0.0423490665853
56166,0.0401383154094
56167,0.101373590529
56168,0.0929105132818
56169,0.1004665941
56170,0.054945088923
56171,0.0724957734346
56172,0.0765686184168
56173,0.0717692226171
56174,0.0956682935357
56175,0.601314067841
56176,0.0761847123504
56177,0.10962318629
56178,0.297369003296
56179,0.13242970407
56180,0.0955631509423
56181,0.0918087363243
56182,0.122456021607
56183,0.118279606104
56184,0.0735422223806
56185,0.0397403426468
56186,0.123839147389
56187,0.144207015634
56188,0.176387056708
56189,0.110361784697
56190,0.241540566087
56191,0.327729731798
56192,0.0594961456954
56193,0.114581085742
56194,0.0602197274566
56195,0.149978742003
56196,0.0862866863608
56197,0.0454519242048
56198,0.0420110411942
56199,0.0410279370844
56200,0.0650965645909
56201,0.0748224556446
56202,0.0477140806615
56203,0.143113359809
56204,0.216196149588
56205,0.127186611295
56206,0.204060718417
56207,0.0754597783089
56208,0.122940719128
56209,0.0625743865967
56210,0.1838041991
56211,0.137285038829
56212,0.167881548405
56213,0.192957103252
56214,0.0854172632098
56215,0.056190520525
56216,0.189446046948
56217,0.122280463576
56218,0.0634955614805
56219,0.125222399831
56220,0.198224425316
56221,0.0608458928764
56222,0.0931333303452
56223,0.100643716753
56224,0.0496080368757
56225,0.0411827228963
56226,0.106270894408
56227,0.0534534044564
56228,0.0620907619596
56229,0.0462214685977
56230,0.160948976874
56231,0.0970159322023
56232,0.065661482513
56233,0.0520607046783
56234,0.0239490196109
56235,0.0854014903307
56236,0.109931513667
56237,0.0348481461406
56238,0.108992829919
56239,0.0555182173848
56240,0.0210474431515
56241,0.219365164638
56242,0.1400642097
56243,0.0818051919341
56244,0.182281985879
56245,0.0972502082586
56246,0.0877788290381
56247,0.144957691431
56248,0.0711388066411
56249,0.245459586382
56250,0.20076392591
56251,0.170447871089
56252,0.171732917428
56253,0.101690933108
56254,0.0805668085814
56255,0.0795624256134
56256,0.0602969639003
56257,0.0690785571933
56258,0.0684489607811
56259,0.148259863257
56260,0.854086577892
56261,0.0930509865284
56262,0.112108968198
56263,0.318864047527
56264,0.194376841187
56265,0.176204681396
56266,0.0754173249006
56267,0.0244922563434
56268,0.228130578995
56269,0.0573513023555
56270,0.0918246358633
56271,0.0980160683393
56272,0.0898256078362
56273,0.129440531135
56274,0.166188582778
56275,0.148709252477
56276,0.420536488295
56277,0.146339118481
56278,0.0892541781068
56279,0.050903879106
56280,0.131665572524
56281,0.0448706634343
56282,0.278244495392
56283,0.253908962011
56284,0.0742196589708
56285,0.0440128408372
56286,0.07155354321
56287,0.148770734668
56288,0.218091309071
56289,0.23026253283
56290,0.0955357030034
56291,0.323460072279
56292,0.0917757824063
56293,0.297992378473
56294,0.139318734407
56295,0.208552852273
56296,0.18332773447
56297,0.137663647532
56298,0.0607763193548
56299,0.105226114392
56300,0.0899328589439
56301,0.0750396177173
56302,0.235164567828
56303,0.391812831163
56304,0.115014836192
56305,0.130993619561
56306,0.216668441892
56307,0.0528965704143
56308,0.0461777225137
56309,0.0897229015827
56310,0.0785219371319
56311,0.243513196707
56312,0.0609498247504
56313,0.031670793891
56314,0.055693987757
56315,0.0635607540607
56316,0.190579667687
56317,0.0303930211812
56318,0.0918864756823
56319,0.205167934299
56320,0.0475147068501
56321,0.174060255289
56322,0.114120870829
56323,0.0976059213281
56324,0.139106184244
56325,0.0832818374038
56326,0.126711249352
56327,0.0647031515837
56328,0.0531624481082
56329,0.100761801004
56330,0.102367371321
56331,0.0707096457481
56332,0.0466359518468
56333,0.0881359726191
56334,0.0203357599676
56335,0.0539924316108
56336,0.127729043365
56337,0.230769962072
56338,0.0307903941721
56339,0.0314223021269
56340,0.0642516463995
56341,0.0169747229666
56342,0.086418107152
56343,0.130152538419
56344,0.0671209469438
56345,0.487334638834
56346,0.282976299524
56347,0.0219212118536
56348,0.0590274967253
56349,0.164431586862
56350,0.167689621449
56351,0.0762443691492
56352,0.139281570911
56353,0.0240604262799
56354,0.169229626656
56355,0.0732184648514
56356,0.0941401645541
56357,0.0898652598262
56358,0.144446015358
56359,0.28392764926
56360,0.164199575782
56361,0.10225661099
56362,0.0249485652894
56363,0.144994854927
56364,0.0196208078414
56365,0.0288601126522
56366,0.356896489859
56367,0.348193943501
56368,0.0554501786828
56369,0.0463369302452
56370,0.0581128001213
56371,0.160429388285
56372,0.138239279389
56373,0.165222078562
56374,0.163017943501
56375,0.0344675257802
56376,0.289808660746
56377,0.0585181452334
56378,0.113930478692
56379,0.0909666642547
56380,0.13554482162
56381,0.0541958846152
56382,0.131970971823
56383,0.0699652433395
56384,0.116349302232
56385,0.0642948895693
56386,0.0898241102695
56387,0.129059225321
56388,0.121524699032
56389,0.10110617429
56390,0.137739911675
56391,0.0836058035493
56392,0.0599566176534
56393,0.19671793282
56394,0.090333558619
56395,0.142654925585
56396,0.0878348648548
56397,0.113381996751
56398,0.123871564865
56399,0.0216581057757
56400,0.151605531573
56401,0.109703660011
56402,0.216429844499
56403,0.113873079419
56404,0.0650618895888
56405,0.0688799396157
56406,0.121011666954
56407,0.0653668344021
56408,0.102110736072
56409,0.0907736718655
56410,0.0768501609564
56411,0.0543773919344
56412,0.0879487544298
56413,0.0735016688704
56414,0.15680359304
56415,0.0955422744155
56416,0.093448586762
56417,0.131827831268
56418,0.197407156229
56419,0.18680728972
56420,0.115019060671
56421,0.100902438164
56422,0.0691932812333
56423,0.0356453619897
56424,0.0903660356998
56425,0.0700615420938
56426,0.0532681569457
56427,0.248146906495
56428,0.162532746792
56429,0.0441849939525
56430,0.08732085675
56431,0.065440826118
56432,0.113829307258
56433,0.147604778409
56434,0.330107569695
56435,0.0538605153561
56436,0.182706966996
56437,0.135248303413
56438,0.153518036008
56439,0.0422209873796
56440,0.0858671367168
56441,0.273645013571
56442,0.223332926631
56443,0.117058411241
56444,0.298788815737
56445,0.149959743023
56446,0.0937643349171
56447,0.0773725286126
56448,0.1369792521
56449,0.0831469297409
56450,0.148409679532
56451,0.318449378014
56452,0.0884230658412
56453,0.132461160421
56454,0.0587037876248
56455,0.0636321380734
56456,0.0950628221035
56457,0.13553608954
56458,0.163640886545
56459,0.0584419704974
56460,0.071697935462
56461,0.0815195068717
56462,0.102453365922
56463,0.0976439937949
56464,0.105880759656
56465,0.174044594169
56466,0.100124694407
56467,0.215194478631
56468,0.158356815577
56469,0.0535042993724
56470,0.0940253287554
56471,0.156488642097
56472,0.245558485389
56473,0.111200191081
56474,0.341145396233
56475,0.0987521111965
56476,0.207535460591
56477,0.357412576675
56478,0.0321767665446
56479,0.108308009803
56480,0.119421288371
56481,0.052630327642
56482,0.0408209785819
56483,0.13046990335
56484,0.0969614461064
56485,0.0797572135925
56486,0.259041845798
56487,0.141206502914
