feature,score
r_browse_countAvgMon,2589
r_bill_limit-account_mean,2498
r_bill_prior_repayCaccount_topMean,2495
r_browse_meanAvgMon,2262
r_bill_minimunRepay_mean,1881
r_bill_accountBalance_mean,1778
r_browse_count,1541
r_bill_priorRepay_mean,1540
r_bill_priorAccount_mean,1535
r_bill_account_monthAvg,1469
r_bill_limit-account_topMean,1468
r_bill_minimunRepay_pctSum,1424
r_bill_countbank_id,1372
r_bill_priorRepay_max,1336
r_browse_tag_5,1317
r_bill_prior_repayCaccount_mean,1284
r_bill_limitSum,1273
r_browse_tag_1,1243
r_browse_tag_10,1235
r_browse_tag_7,1196
r_browse_tag_6,1166
r_bill_priorAccount_max,1156
r_bill_priorRepay_pctSum,1148
r_bill_accountBalance_pctSum,1116
r_bill_account_pctSum,1108
r_browse_tag_4,1097
r_bill_accountBalance_std,1006
r_browse_tag_8,1003
r_bill_minimunRepay_std,992
r_bill_priorAccount_pctSum,963
r_bill_priorAccount_std,940
r_bill_account_std,913
r_bill_count_monthAvg,880
r_bill_priorRepay_std,874
r_bill_limitMean,865
r_bill_limitStd,795
r_browse_tag_3,721
r_bill_account_pctSumAbs,698
r_bill_priorRepayCAccount_std,678
r_sex,555
r_household,507
r_education,461
r_marriage,444
r_occupation,439
r_browse_tag_9,126
r_bill_bankid_count,33
r_browse_tag_11,5
r_browse_tag_2,4
