feature,score
r_browse_countAvgMon,2497
r_bill_prior_repayCaccount_topMean,2301
r_bill_limit-account_mean,2300
r_browse_meanAvgMon,2080
r_bill_minimunRepay_mean,1858
r_bill_accountBalance_mean,1806
r_bill_limit-account_topMean,1730
r_browse_count,1617
r_bill_priorAccount_mean,1475
r_bill_priorRepay_mean,1430
r_bill_priorRepay_max,1339
r_bill_account_monthAvg,1329
r_bill_minimunRepay_pctSum,1294
r_bill_prior_repayCaccount_mean,1293
r_browse_tag_7,1245
r_bill_countbank_id,1238
r_browse_tag_5,1235
r_bill_limitSum,1220
r_browse_tag_1,1217
r_browse_tag_10,1176
r_bill_priorRepay_pctSum,1162
r_browse_tag_4,1061
r_bill_priorAccount_max,1059
r_browse_tag_6,1055
r_bill_accountBalance_pctSum,1028
r_bill_accountBalance_std,1021
r_bill_account_pctSum,1001
r_bill_priorAccount_pctSum,1001
r_bill_minimunRepay_std,965
r_browse_tag_8,951
r_bill_priorAccount_std,916
r_bill_priorRepay_std,892
r_bill_limitStd,871
r_bill_account_std,866
r_bill_count_monthAvg,819
r_bill_account_pctSumAbs,794
r_bill_limitMean,786
r_bill_priorRepayCAccount_std,652
r_browse_tag_3,642
r_sex,518
r_household,505
r_occupation,456
r_education,421
r_marriage,401
r_browse_tag_9,113
r_bill_bankid_count,37
r_browse_tag_11,13
r_browse_tag_2,4
