feature,score
r_browse_countAvgMon,1056
r_bill_prior_repayCaccount_topMean,860
r_bill_limit-account_mean,806
r_bill_limit-account_topMean,739
r_browse_meanAvgMon,734
r_bill_accountBalance_mean,694
r_bill_minimunRepay_mean,671
r_browse_count,597
r_bill_priorRepay_mean,591
r_bill_countbank_id,565
r_bill_minimunRepay_pctSum,563
r_bill_account_monthAvg,543
r_bill_priorAccount_mean,541
r_bill_priorRepay_max,539
r_browse_tag_1,523
r_bill_prior_repayCaccount_mean,518
r_browse_tag_5,511
r_bill_limitSum,496
r_browse_tag_10,486
r_browse_tag_7,471
r_bill_priorAccount_max,465
r_bill_minimunRepay_std,458
r_bill_priorRepay_pctSum,445
r_bill_accountBalance_pctSum,444
r_browse_tag_6,443
r_bill_account_pctSum,438
r_bill_accountBalance_std,428
r_bill_priorRepay_std,426
r_bill_priorAccount_std,425
r_browse_tag_8,407
r_bill_priorAccount_pctSum,405
r_bill_account_std,396
r_browse_tag_4,396
r_bill_limitStd,363
r_bill_limitMean,338
r_bill_account_pctSumAbs,329
r_bill_count_monthAvg,307
r_bill_priorRepayCAccount_std,271
r_browse_tag_3,229
r_sex,225
r_household,216
r_education,178
r_occupation,150
r_marriage,148
r_browse_tag_9,36
r_bill_bankid_count,33
r_browse_tag_11,3
