feature,score
r_browse_countAvgMon,2649
r_bill_limit-account_mean,2546
r_bill_prior_repayCaccount_topMean,2347
r_browse_meanAvgMon,2247
r_bill_minimunRepay_mean,2028
r_bill_accountBalance_mean,1839
r_bill_limit-account_topMean,1751
r_browse_count,1702
r_bill_account_monthAvg,1620
r_bill_priorRepay_mean,1551
r_bill_minimunRepay_pctSum,1540
r_bill_priorAccount_mean,1483
r_bill_prior_repayCaccount_mean,1402
r_bill_priorRepay_max,1377
r_bill_countbank_id,1371
r_bill_limitSum,1359
r_browse_tag_10,1341
r_browse_tag_5,1326
r_browse_tag_7,1303
r_browse_tag_1,1288
r_bill_priorAccount_max,1283
r_browse_tag_6,1207
r_bill_priorRepay_pctSum,1117
r_browse_tag_4,1102
r_bill_accountBalance_std,1099
r_bill_minimunRepay_std,1088
r_bill_accountBalance_pctSum,1070
r_bill_account_pctSum,1068
r_browse_tag_8,1048
r_bill_priorAccount_pctSum,1037
r_bill_priorRepay_std,988
r_bill_account_std,932
r_bill_priorAccount_std,931
r_bill_limitMean,913
r_bill_limitStd,886
r_bill_count_monthAvg,841
r_bill_account_pctSumAbs,754
r_browse_tag_3,748
r_bill_priorRepayCAccount_std,717
r_education,564
r_household,551
r_sex,517
r_occupation,493
r_marriage,465
r_browse_tag_9,109
r_bill_bankid_count,41
r_browse_tag_11,8
r_browse_tag_2,3
